type,brickid,longitude,latitude
fcbk,BKI-33043,81.1743616773,26.8087406061
fcbk,BKI-33044,81.4022725242,26.9729431278
fcbk,BKI-33045,81.507418893,26.879912882
fcbk,BKI-33046,81.2688378649,27.0540111025
fcbk,BKI-33047,81.2893510181,27.1814315328
fcbk,BKI-33049,82.2539696352,25.8011092239
zigzag,BKI-33050,74.6929444583,29.9072962742
fcbk,BKI-33051,74.6901196646,29.7827666464
fcbk,BKI-33052,74.4339541055,29.7944266056
fcbk,BKI-33053,74.7082427441,29.9165692344
fcbk,BKI-33054,83.746669523,25.6223903965
zigzag,BKI-33055,87.3812540118,26.2531218251
fcbk,BKI-33057,74.6241386866,29.2820311532
fcbk,BKI-33058,87.744889559,24.1597903618
fcbk,BKI-33059,87.5693854625,24.0496549099
fcbk,BKI-33060,87.7488923446,24.0737075798
zigzag,BKI-33061,76.9604907801,28.8225181358
fcbk,BKI-33062,76.6242921203,29.1082148459
zigzag,BKI-33063,76.9648233705,29.0955860269
zigzag,BKI-33065,87.4544129067,26.159135441
fcbk,BKI-33066,74.7451651581,29.1787585254
zigzag,BKI-33067,87.6640685914,26.351787789
zigzag,BKI-33068,87.3791350438,26.1284086905
fcbk,BKI-33069,87.4317883088,26.1149245446
fcbk,BKI-33071,73.9263541922,29.6334172696
fcbk,BKI-33072,74.7452708272,29.1812555659
zigzag,BKI-33073,76.9588716013,28.8233512901
fcbk,BKI-33074,76.9260988463,28.7898603269
fcbk,BKI-33077,74.3659771753,29.2720320185
fcbk,BKI-33078,74.4688923352,29.2799709294
fcbk,BKI-33079,81.6966429288,26.1157156529
fcbk,BKI-33080,78.3109777639,27.6058290295
fcbk,BKI-33081,78.3619298141,27.8406581007
fcbk,BKI-33082,78.309448329,27.8391502312
fcbk,BKI-33083,78.1756434302,27.9885132071
fcbk,BKI-33084,78.1976502985,27.9066100115
fcbk,BKI-33085,77.690003742,30.1636578056
fcbk,BKI-33086,77.7764547456,29.7194098049
fcbk,BKI-33087,77.8174709447,29.7251523899
fcbk,BKI-33088,77.8131993789,29.723085603
zigzag,BKI-33089,83.6571392232,25.3361813483
zigzag,BKI-33092,88.2331111906,24.1323981446
zigzag,BKI-33093,88.2180824577,24.0226029711
fcbk,BKI-33094,77.8163414366,29.7508862207
fcbk,BKI-33095,77.9141354492,29.7972454956
fcbk,BKI-33096,77.9057190204,28.2477754693
zigzag,BKI-33097,76.8364987747,28.9467306498
fcbk,BKI-33098,76.8882830255,28.9745307157
fcbk,BKI-33099,88.2584011779,24.0392854367
fcbk,BKI-33100,79.6829586525,27.4282036049
fcbk,BKI-33101,79.6202993706,27.3439547566
fcbk,BKI-33102,79.6052692127,27.5189635022
fcbk,BKI-33103,79.6404060304,27.2369330369
fcbk,BKI-33104,79.4944951764,27.4981921137
fcbk,BKI-33105,79.4043000678,27.5152540993
fcbk,BKI-33106,79.5974015236,27.2430751453
fcbk,BKI-33107,79.3930037915,27.2347338643
zigzag,BKI-33108,76.9770117835,28.9022380365
fcbk,BKI-33109,79.5578713987,27.2655558689
fcbk,BKI-33112,74.8038231174,29.3550604443
fcbk,BKI-33113,74.941978869,29.5032438236
fcbk,BKI-33114,81.8323408522,25.3377752287
fcbk,BKI-33115,87.1230290449,22.999966371
zigzag,BKI-33116,79.3482372299,27.5528029612
fcbk,BKI-33117,79.599709012,27.3981518652
fcbk,BKI-33118,79.4330446195,27.4357911274
fcbk,BKI-33119,79.6742963648,27.4546819019
fcbk,BKI-33120,79.5077508756,27.3338070921
fcbk,BKI-33121,79.5479629052,27.2220675226
fcbk,BKI-33122,75.2035648136,29.2465281776
fcbk,BKI-33123,75.235519374,29.1916455975
fcbk,BKI-33126,80.6521194817,26.6224663333
fcbk,BKI-33127,80.7749718867,26.4833810101
fcbk,BKI-33128,87.3479578353,23.1219475259
fcbk,BKI-33129,87.3292128224,23.1167883271
fcbk,BKI-33130,80.5836528823,25.8719495463
fcbk,BKI-33131,87.2842088911,23.0713029101
fcbk,BKI-33132,81.5063632051,27.9274752055
fcbk,BKI-33134,88.061147966,23.3605718035
zigzag,BKI-33135,80.949782549,26.7175179884
fcbk,BKI-33138,81.6689273181,27.5699531444
fcbk,BKI-33143,79.2253660621,27.5092651735
zigzag,BKI-33144,79.2675378382,27.3780416764
fcbk,BKI-33145,80.9347293753,26.2021292364
fcbk,BKI-33146,81.0417092243,26.1575695703
fcbk,BKI-33147,81.2249623348,26.7111444355
fcbk,BKI-33148,81.1656321877,26.7068843717
fcbk,BKI-33149,81.2270355421,26.7116933162
fcbk,BKI-33150,87.943972572,23.221464483
fcbk,BKI-33151,87.0513528088,23.726749417
zigzag,BKI-33152,87.3601687893,23.7093250712
fcbk,BKI-33153,87.0183022534,23.6856344007
fcbk,BKI-33154,87.1447655232,23.6304528006
fcbk,BKI-33155,79.1607618146,27.5434032974
fcbk,BKI-33156,79.0997253775,27.2826738949
zigzag,BKI-33157,87.9756169705,23.1462256093
fcbk,BKI-33158,87.8606342197,23.1950170071
fcbk,BKI-33159,88.1572987488,23.2693019842
fcbk,BKI-33160,87.9638086407,23.2381029453
fcbk,BKI-33161,76.773452631,28.5829600747
fcbk,BKI-33162,76.6865641447,28.6708268273
fcbk,BKI-33163,86.6714902827,26.4369192825
zigzag,BKI-33164,81.1769409332,26.6069421568
fcbk,BKI-33165,81.3473006322,26.6922269934
fcbk,BKI-33166,81.2281807768,26.7144211599
fcbk,BKI-33167,87.0961534409,23.5758111274
fcbk,BKI-33169,75.679386511,29.3759618387
zigzag,BKI-33170,76.7215418289,28.4910128856
zigzag,BKI-33171,76.807831026,28.6332242055
fcbk,BKI-33172,76.7695382397,28.5828151647
zigzag,BKI-33173,76.7869110853,28.538025831
fcbk,BKI-33174,76.7702379851,28.587401384
fcbk,BKI-33175,81.2190708117,25.432169184
fcbk,BKI-33176,81.7898160074,26.7813901953
fcbk,BKI-33177,81.7873415709,26.5350805282
fcbk,BKI-33178,81.8480765873,26.4571124251
fcbk,BKI-33179,81.7904442609,26.4119262928
fcbk,BKI-33180,81.6506837119,26.0099287913
fcbk,BKI-33181,87.2275659387,23.7382697996
fcbk,BKI-33182,87.145621604,23.6705281861
fcbk,BKI-33183,87.0264052127,23.7237362576
fcbk,BKI-33184,86.9942711782,23.7404050215
zigzag,BKI-33186,76.7908847169,28.5626989712
fcbk,BKI-33187,78.3132587837,29.6075923254
fcbk,BKI-33188,78.2507623336,29.7199785086
fcbk,BKI-33189,81.7249347531,26.4110675538
fcbk,BKI-33190,81.767058755,26.3950749001
zigzag,BKI-33191,76.7611802766,28.5508370819
fcbk,BKI-33192,76.6755722521,28.6593924125
fcbk,BKI-33193,76.9462976375,28.7738043005
fcbk,BKI-33194,76.6600053477,28.4365727649
fcbk,BKI-33195,78.2886544292,29.6137748277
fcbk,BKI-33196,75.5911244788,29.0222407533
fcbk,BKI-33197,87.3098858322,23.9577466101
fcbk,BKI-33198,78.1580403739,29.6114072244
fcbk,BKI-33199,78.1571914963,29.6118051987
fcbk,BKI-33200,78.3409969534,29.6355009284
fcbk,BKI-33201,78.3555517778,29.6007397741
fcbk,BKI-33202,78.2587186987,29.599222139
fcbk,BKI-33203,78.1190297479,29.5967281901
fcbk,BKI-33204,78.2302122438,29.6489179196
fcbk,BKI-33205,78.2970194383,29.6456597991
zigzag,BKI-33206,77.2557962852,28.0696092467
fcbk,BKI-33207,78.3683457013,28.4309206328
zigzag,BKI-33208,78.0066587539,28.7733815644
fcbk,BKI-33209,74.4732239351,29.0986610986
fcbk,BKI-33210,76.9829078602,29.2880944499
fcbk,BKI-33211,81.5217375752,27.9813150978
fcbk,BKI-33212,81.4750988074,27.7519060479
fcbk,BKI-33214,87.0472362128,23.0554734173
fcbk,BKI-33215,87.3631798898,23.1048578907
fcbk,BKI-33216,87.0121618096,22.9391525449
fcbk,BKI-33217,87.1457254499,23.6247494052
fcbk,BKI-33218,87.2134314893,23.7406669637
fcbk,BKI-33219,86.997987316,23.7400025238
fcbk,BKI-33220,87.0659738778,23.6144311968
fcbk,BKI-33221,87.0328162731,23.6994445155
fcbk,BKI-33222,87.291881073,23.8504307055
zigzag,BKI-33223,76.9987505086,29.5540668267
fcbk,BKI-33224,76.6684266008,29.5114208269
zigzag,BKI-33225,76.9517552496,29.3098539856
fcbk,BKI-33226,76.8604543935,29.3153354028
zigzag,BKI-33227,76.8159215265,29.2835837983
fcbk,BKI-33228,87.0565772731,22.9212275314
fcbk,BKI-33229,87.1154145801,22.9085584876
fcbk,BKI-33230,87.331497085,23.0943416248
fcbk,BKI-33231,78.1560973564,29.5025762622
fcbk,BKI-33232,78.2374377112,29.5395526776
fcbk,BKI-33233,78.3558781756,29.2571256982
fcbk,BKI-33234,78.1244908546,29.4626835791
fcbk,BKI-33235,78.1266646756,29.4600261475
fcbk,BKI-33236,78.3562347311,29.2595010703
fcbk,BKI-33237,78.2337599092,29.4997747702
fcbk,BKI-33238,78.2467265142,29.4941607882
zigzag,BKI-33239,77.9342784078,29.4947735915
fcbk,BKI-33240,78.2008087356,29.6689975405
fcbk,BKI-33241,78.0297860586,29.7676223555
fcbk,BKI-33242,77.9368714609,29.9086276211
fcbk,BKI-33243,86.9337736757,22.8162038683
fcbk,BKI-33244,87.1410051101,22.8365082536
fcbk,BKI-33245,87.3451510876,22.9715324123
fcbk,BKI-33246,87.3141018857,23.1204679296
fcbk,BKI-33247,87.0105252896,22.9473720386
fcbk,BKI-33248,87.3147844474,23.1071583856
fcbk,BKI-33249,87.1861913705,23.0833208838
fcbk,BKI-33250,84.3476285768,26.4294490379
fcbk,BKI-33251,84.6112568211,26.7785477068
fcbk,BKI-33252,84.6114342774,26.9288900142
fcbk,BKI-33253,87.326486669,23.0868627194
fcbk,BKI-33254,87.1105441032,23.1026571857
fcbk,BKI-33255,87.3267355014,23.1153503851
fcbk,BKI-33256,87.2999390592,23.1215812719
fcbk,BKI-33257,87.2274510629,23.0847177964
fcbk,BKI-33258,87.1772119503,23.6765177718
zigzag,BKI-33259,86.9746322336,23.8054028982
fcbk,BKI-33260,84.0250399877,25.4664845202
fcbk,BKI-33261,84.5489931284,26.8112195443
fcbk,BKI-33262,84.597752488,27.0109443803
zigzag,BKI-33263,84.5121308139,26.9745620067
fcbk,BKI-33264,84.3604978676,26.3758929578
fcbk,BKI-33265,84.2931969765,26.2610471688
fcbk,BKI-33266,87.3245004397,23.1274578418
fcbk,BKI-33267,87.2266962509,23.0995434049
fcbk,BKI-33268,87.2910221705,23.0888777865
zigzag,BKI-33269,76.7756463007,28.587825714
zigzag,BKI-33270,76.6325968093,28.6314678129
zigzag,BKI-33271,76.7763387969,28.5900410391
zigzag,BKI-33272,76.7215062045,28.6493093952
zigzag,BKI-33273,76.916680095,28.7462163614
fcbk,BKI-33274,87.3212431556,23.1234728934
zigzag,BKI-33275,87.2330796938,23.0850043205
fcbk,BKI-33276,86.9961768791,23.7408451579
zigzag,BKI-33278,87.1666457741,23.6362740617
fcbk,BKI-33279,87.1694354937,23.8472408499
fcbk,BKI-33280,87.1909268255,23.634767765
fcbk,BKI-33281,84.0072331418,25.5776242446
fcbk,BKI-33282,78.2826257052,29.2779832215
fcbk,BKI-33283,78.2291988541,29.3056954353
zigzag,BKI-33284,77.9357386176,29.4518713032
fcbk,BKI-33285,77.9935810551,29.1988329539
fcbk,BKI-33286,78.3769388671,29.4758670455
fcbk,BKI-33287,77.983526325,29.2215793145
fcbk,BKI-33288,87.0217486763,23.7394527689
fcbk,BKI-33289,87.0784190418,23.6840657744
fcbk,BKI-33290,87.1542898947,23.6301196392
fcbk,BKI-33291,87.0400422676,23.698903634
fcbk,BKI-33292,87.0358756509,23.6364636298
fcbk,BKI-33293,87.2080649299,23.7306591672
fcbk,BKI-33294,87.170317677,23.6391778044
fcbk,BKI-33295,87.1196520949,23.6517739667
fcbk,BKI-33296,86.9810579534,23.7518934885
fcbk,BKI-33297,87.1637668534,23.6798633304
fcbk,BKI-33298,87.0155674337,23.7491776306
fcbk,BKI-33299,87.2715435809,23.7508854855
fcbk,BKI-33300,78.2351965459,29.202660989
fcbk,BKI-33301,78.2845749242,29.2730437086
fcbk,BKI-33302,87.152453347,23.6355070555
zigzag,BKI-33303,84.3628772133,24.8353330442
fcbk,BKI-33304,87.2635835012,23.7614453036
fcbk,BKI-33305,87.2812879643,23.790591573
fcbk,BKI-33306,88.5107882679,23.5743346468
fcbk,BKI-33307,88.4849350235,23.9179756202
fcbk,BKI-33308,87.0968228803,23.731385672
zigzag,BKI-33309,87.2520827,23.7852496249
fcbk,BKI-33310,87.072912215,23.58347053
fcbk,BKI-33311,78.7790760089,29.3258273036
fcbk,BKI-33312,84.2067757013,25.4862039766
fcbk,BKI-33313,76.668857622,28.7099472453
zigzag,BKI-33314,84.2600984723,24.6164898245
fcbk,BKI-33316,78.280640996,29.3350474311
fcbk,BKI-33317,78.3630228024,29.394560818
fcbk,BKI-33318,78.3466305771,29.2459385288
fcbk,BKI-33319,78.3043071914,29.486538159
fcbk,BKI-33320,78.2346980632,29.4736122837
fcbk,BKI-33321,78.2209001744,29.5095130222
fcbk,BKI-33322,78.2735260819,29.4372266126
fcbk,BKI-33323,78.3047316606,29.3534064483
zigzag,BKI-33325,87.0966217946,23.630570911
fcbk,BKI-33326,87.2563386609,23.7589306887
fcbk,BKI-33327,87.2662565894,23.7549834705
fcbk,BKI-33328,87.0913802847,23.7384245164
fcbk,BKI-33329,87.1519626092,23.7585663466
fcbk,BKI-33330,87.1890812067,23.6843700048
zigzag,BKI-33331,87.9712532607,25.3875868387
zigzag,BKI-33332,87.9816829274,25.5103144834
zigzag,BKI-33333,77.9967359645,29.260211402
fcbk,BKI-33334,78.2692679257,29.363339661
fcbk,BKI-33335,78.1196873387,29.4643500192
fcbk,BKI-33336,78.3380848043,29.3816885876
fcbk,BKI-33337,78.1525197061,29.3579214122
fcbk,BKI-33338,77.951341107,29.3027363484
fcbk,BKI-33339,78.223227519,29.5218338117
fcbk,BKI-33341,87.0866102886,23.7012972168
fcbk,BKI-33342,87.1528687992,23.6272151972
fcbk,BKI-33343,87.1510317067,23.6267401416
fcbk,BKI-33344,87.0873848018,23.5984136394
fcbk,BKI-33345,87.1011041813,23.7254352835
fcbk,BKI-33346,87.1187919737,23.6441072324
zigzag,BKI-33347,87.2106757511,23.6754407578
fcbk,BKI-33348,86.9373181331,23.7419231858
fcbk,BKI-33349,87.1062927704,23.622522331
fcbk,BKI-33350,87.0860379922,23.5883970205
fcbk,BKI-33351,87.9096023751,25.4681082348
zigzag,BKI-33352,88.1749955282,25.4326640161
zigzag,BKI-33353,87.976550893,25.3230626602
zigzag,BKI-33354,88.0576650585,25.2059452447
fcbk,BKI-33355,87.8730622351,25.3954870785
zigzag,BKI-33356,87.862360321,25.4247599916
zigzag,BKI-33357,88.0531907976,25.2302489337
zigzag,BKI-33358,87.9599259913,25.3919914961
fcbk,BKI-33359,80.0390792582,26.5257752983
fcbk,BKI-33360,80.1677166181,26.635648354
fcbk,BKI-33361,86.9898073371,23.7168293522
fcbk,BKI-33362,87.2131898328,23.7279069776
fcbk,BKI-33363,87.097453321,23.7190749923
fcbk,BKI-33364,77.9351494877,29.4019898331
fcbk,BKI-33365,78.3437186133,29.5147491763
fcbk,BKI-33366,78.2174322801,29.5121136654
fcbk,BKI-33367,78.2186531714,29.4968853036
fcbk,BKI-33368,78.3373914104,29.309441327
fcbk,BKI-33369,78.2280565333,29.3474970333
fcbk,BKI-33370,77.944041035,29.3029575567
fcbk,BKI-33371,77.9355575563,29.4003834187
fcbk,BKI-33372,78.2799775018,29.2188351563
fcbk,BKI-33373,78.1536435051,29.3566248986
fcbk,BKI-33374,78.2161116689,29.5118070057
fcbk,BKI-33375,78.2340474847,29.3387645939
fcbk,BKI-33376,78.1845017699,29.2906688854
fcbk,BKI-33377,78.2313536273,29.3419721772
fcbk,BKI-33378,78.1316338648,29.5076969926
fcbk,BKI-33379,78.2799223364,29.4317953958
fcbk,BKI-33380,87.0744828278,23.6114158408
fcbk,BKI-33381,87.1174445843,23.645145925
zigzag,BKI-33382,88.4493101708,23.5795357886
fcbk,BKI-33383,87.0955129213,23.7359409291
fcbk,BKI-33384,87.0240295447,23.6131839273
fcbk,BKI-33385,86.9981252058,23.7423309933
fcbk,BKI-33386,87.0836896628,23.6580751295
fcbk,BKI-33387,87.045880112,23.7022836074
fcbk,BKI-33388,87.1547098528,23.6234125692
fcbk,BKI-33389,87.1535416431,23.6752148653
fcbk,BKI-33390,80.7924370159,27.2703571101
fcbk,BKI-33391,80.956887875,27.2122656947
fcbk,BKI-33392,80.9234521015,27.5488251201
zigzag,BKI-33393,80.8880293272,27.1925689127
fcbk,BKI-33394,80.7087113206,27.3140341206
fcbk,BKI-33395,81.0065554848,27.4806563875
fcbk,BKI-33396,80.6467909928,27.35454051
fcbk,BKI-33397,80.6535445273,27.4007381008
fcbk,BKI-33398,80.9640060098,27.3259372111
fcbk,BKI-33399,87.0438976715,23.674645826
fcbk,BKI-33400,87.0695763846,23.7053423087
fcbk,BKI-33401,87.1657454018,23.6391282291
fcbk,BKI-33402,87.1300823586,23.674386721
fcbk,BKI-33403,87.1732223154,23.6380367651
fcbk,BKI-33404,87.138750472,23.6704172406
fcbk,BKI-33405,87.0942795474,23.6604495975
fcbk,BKI-33406,87.2088785991,23.6738564977
fcbk,BKI-33407,87.0124925191,23.7466167849
fcbk,BKI-33408,77.9726971583,28.9797247516
fcbk,BKI-33409,78.1813461777,29.0760065794
zigzag,BKI-33410,78.0744897232,28.7986870437
fcbk,BKI-33411,78.0003986281,29.0904659328
fcbk,BKI-33412,86.9984589356,23.6668553167
fcbk,BKI-33413,87.0547762428,23.7106843476
fcbk,BKI-33414,87.0869863132,23.6007527886
fcbk,BKI-33415,87.137886157,23.6721582504
fcbk,BKI-33416,87.1199458955,23.6452083483
fcbk,BKI-33417,87.0861046778,23.7115525838
fcbk,BKI-33418,87.0672974898,23.6132840105
fcbk,BKI-33419,87.261885204,23.7572299472
fcbk,BKI-33420,87.1645748718,23.6421515935
fcbk,BKI-33421,87.0535651436,23.6191400117
fcbk,BKI-33422,87.1541614277,23.6275052464
fcbk,BKI-33423,85.8656095722,24.9385662171
zigzag,BKI-33424,85.6922030262,25.1557545176
zigzag,BKI-33425,79.2263558105,28.0384718339
fcbk,BKI-33426,78.8627452024,28.1865719562
fcbk,BKI-33427,81.0692628173,27.2054244715
fcbk,BKI-33428,83.0038140763,26.859080491
fcbk,BKI-33429,83.2471641955,26.9112274781
zigzag,BKI-33430,82.8848028274,27.0739638472
fcbk,BKI-33431,81.0625041275,27.2894113845
fcbk,BKI-33432,87.1701543871,23.6364560113
fcbk,BKI-33433,87.0738263345,23.6469365935
fcbk,BKI-33434,87.1532088717,23.6731348175
fcbk,BKI-33435,87.1357628871,23.6735540301
fcbk,BKI-33436,87.0481423675,23.6387772971
fcbk,BKI-33437,87.0100317298,23.742174728
fcbk,BKI-33438,78.4322138108,29.3248948681
fcbk,BKI-33439,78.441941853,29.2310797227
fcbk,BKI-33440,78.4160669685,29.5050892601
fcbk,BKI-33441,78.5783061282,29.3603684028
fcbk,BKI-33442,78.5350153238,29.2220983847
zigzag,BKI-33443,78.7509470493,29.3010711179
fcbk,BKI-33444,78.7933025274,29.3090974379
fcbk,BKI-33445,79.2357891846,28.0362331883
zigzag,BKI-33446,78.9171818472,28.1303239859
fcbk,BKI-33447,87.0970358997,23.7107815421
fcbk,BKI-33448,78.5913770558,29.1899968117
fcbk,BKI-33449,78.7406322623,29.451647387
fcbk,BKI-33450,78.5661390674,29.4081527628
fcbk,BKI-33451,78.4029070557,29.360173248
fcbk,BKI-33452,78.5356279792,29.2236037106
fcbk,BKI-33453,78.426581784,29.3252188473
fcbk,BKI-33454,78.5265999352,29.1875567432
fcbk,BKI-33455,78.7667874852,29.3818479691
fcbk,BKI-33456,78.5788185327,29.36688992
fcbk,BKI-33457,78.5258327316,29.2799959748
fcbk,BKI-33459,76.8986978107,30.8430163807
zigzag,BKI-33461,78.0804834106,28.6740990599
fcbk,BKI-33462,78.1597082795,28.6497047788
zigzag,BKI-33464,78.009870045,28.2971775923
fcbk,BKI-33465,79.0740156699,28.0434604236
zigzag,BKI-33471,76.8537525719,30.8727078042
fcbk,BKI-33472,78.0547121767,28.026422337
fcbk,BKI-33473,78.3651140256,28.3090394905
fcbk,BKI-33474,78.05413705,28.0254675982
fcbk,BKI-33475,78.3669625718,28.3051980208
fcbk,BKI-33476,78.1587104279,28.330897934
zigzag,BKI-33477,87.8006332639,26.4228994644
zigzag,BKI-33478,87.4865151562,26.4117239247
zigzag,BKI-33479,78.0293955073,28.6329197601
fcbk,BKI-33480,78.2857292042,28.5870046008
fcbk,BKI-33484,76.6918228735,28.2175741794
fcbk,BKI-33485,76.7137058168,28.3597319242
fcbk,BKI-33486,76.762620801,28.3220879386
fcbk,BKI-33487,78.2349339182,28.7058708688
fcbk,BKI-33489,76.6923300181,28.2229611965
fcbk,BKI-33491,78.0114118943,28.1272154174
fcbk,BKI-33492,78.3331386031,28.0868192982
fcbk,BKI-33493,87.1711982296,23.6385086398
fcbk,BKI-33494,87.1225642119,23.7170049553
fcbk,BKI-33495,87.07293452,23.6709945403
fcbk,BKI-33496,87.1009941303,23.5959015197
zigzag,BKI-33497,87.2883591737,23.7458073245
fcbk,BKI-33498,87.0124761292,23.7442802636
fcbk,BKI-33499,76.7076380345,28.1725305372
zigzag,BKI-33500,76.6887475595,28.2186475461
fcbk,BKI-33501,78.1095431546,28.0554335584
fcbk,BKI-33502,78.0480338356,28.192061323
fcbk,BKI-33503,78.0415028228,28.2253530122
fcbk,BKI-33504,78.3312043936,28.2145090765
fcbk,BKI-33505,78.171892299,28.283820196
fcbk,BKI-33506,79.0924413934,28.1114217125
zigzag,BKI-33507,79.1533006669,28.2497123359
fcbk,BKI-33508,77.0145054823,28.37369797
fcbk,BKI-33509,77.031141253,28.0425092936
fcbk,BKI-33511,76.693857079,28.2179181414
fcbk,BKI-33512,76.613444764,28.0865431229
fcbk,BKI-33517,78.267465495,28.1877574883
fcbk,BKI-33518,78.2086019029,28.1019560407
zigzag,BKI-33519,78.3344356069,28.2186334711
fcbk,BKI-33521,83.2932542676,26.945734464
fcbk,BKI-33522,77.942827129,28.2664952187
fcbk,BKI-33523,78.3760980516,28.1593118656
fcbk,BKI-33524,78.0523672773,28.0076874678
fcbk,BKI-33525,78.3622066401,28.2189230557
fcbk,BKI-33526,78.2877422316,28.1015036147
fcbk,BKI-33527,78.1558467627,28.2354165612
fcbk,BKI-33528,78.0822981763,28.2715338938
fcbk,BKI-33529,78.1268435683,28.3477212793
fcbk,BKI-33530,78.172688335,28.2941232729
fcbk,BKI-33531,77.9949996677,27.990146855
fcbk,BKI-33532,78.039511631,28.232660956
fcbk,BKI-33533,78.3306593006,28.2162814806
fcbk,BKI-33534,84.7433290033,26.8658080656
fcbk,BKI-33535,84.7592564487,26.994377062
fcbk,BKI-33536,88.0519257583,25.1104271901
zigzag,BKI-33537,87.8854961324,24.9339607419
fcbk,BKI-33538,82.9770886283,27.0134277309
fcbk,BKI-33539,82.9134490246,27.0148739728
fcbk,BKI-33540,78.3337222309,28.2481395987
fcbk,BKI-33541,78.176596221,28.0016412274
fcbk,BKI-33542,78.2684389133,28.3228184356
zigzag,BKI-33543,78.1927106473,28.2825300755
fcbk,BKI-33544,77.9686939539,28.1478306909
fcbk,BKI-33545,78.0032814643,28.228293066
fcbk,BKI-33546,78.3615119977,28.0426893308
fcbk,BKI-33547,78.0493216314,28.0153928926
zigzag,BKI-33548,86.319313618,24.8517627948
fcbk,BKI-33549,83.0250880635,26.9062807862
fcbk,BKI-33550,83.3082946999,27.0000405623
fcbk,BKI-33551,84.8707864913,26.9384745026
fcbk,BKI-33552,78.9272538488,28.7809796798
fcbk,BKI-33553,79.1982273673,28.7960085485
fcbk,BKI-33554,78.9624949931,29.165395472
fcbk,BKI-33555,79.1629182584,29.0838217376
fcbk,BKI-33556,79.0894749983,29.1463624618
zigzag,BKI-33557,84.9965590719,26.8051310968
fcbk,BKI-33558,84.9844187703,26.8178908885
fcbk,BKI-33559,85.096568379,26.8405542336
fcbk,BKI-33560,84.8389169753,26.9169006839
fcbk,BKI-33561,78.0176702076,28.2266835705
fcbk,BKI-33562,78.3723703647,28.0798524687
fcbk,BKI-33563,78.3434990213,28.0998874108
fcbk,BKI-33564,78.3299915028,28.0871557132
fcbk,BKI-33565,78.2386928382,28.1955019278
zigzag,BKI-33566,76.916059448,29.6013598746
zigzag,BKI-33567,76.9240784716,29.6040375267
fcbk,BKI-33568,79.1548239027,28.8207878966
fcbk,BKI-33569,78.1350684086,28.0622881276
fcbk,BKI-33570,78.2392013874,28.3618823019
fcbk,BKI-33571,78.2286415474,28.1207751693
fcbk,BKI-33572,78.2423719498,28.1829168869
fcbk,BKI-33573,78.3470703128,28.1006062907
fcbk,BKI-33574,78.0396448132,28.0216144088
fcbk,BKI-33575,78.1830479922,28.2333957835
fcbk,BKI-33576,78.3770342705,28.1585440086
fcbk,BKI-33577,78.898039489,28.8589818307
fcbk,BKI-33578,78.0183758004,28.2437606921
fcbk,BKI-33579,78.1185489061,28.0782692387
fcbk,BKI-33580,78.1877809788,28.2349942353
fcbk,BKI-33581,78.119079906,28.0796465155
fcbk,BKI-33582,78.2656315086,28.024962248
fcbk,BKI-33583,78.1839765555,28.2517015108
fcbk,BKI-33584,78.2656908003,28.0301296882
fcbk,BKI-33585,78.1811691526,28.0755854994
zigzag,BKI-33586,86.6657733466,25.4266838805
fcbk,BKI-33587,78.2430092371,28.1880242052
fcbk,BKI-33588,78.2891808658,28.2388543931
fcbk,BKI-33589,78.319237442,28.2019732465
zigzag,BKI-33590,78.3774556576,28.1612439745
zigzag,BKI-33591,76.8947716416,29.5862339021
zigzag,BKI-33592,76.8991352673,29.5716442158
fcbk,BKI-33593,76.6275400018,29.8670200789
zigzag,BKI-33594,76.9522467593,29.8434382455
zigzag,BKI-33595,76.8890215377,29.6306923885
zigzag,BKI-33596,76.6075645364,29.6738626794
zigzag,BKI-33597,76.9228779011,29.6036449333
zigzag,BKI-33598,76.886914265,29.9112020958
zigzag,BKI-33599,76.9524529609,29.938853231
zigzag,BKI-33600,76.8904837094,29.587937328
zigzag,BKI-33601,77.1530639289,30.0472502197
fcbk,BKI-33602,83.3280340299,25.9137980943
fcbk,BKI-33603,86.8013322743,25.2493831152
zigzag,BKI-33604,86.8872887542,25.2769931861
zigzag,BKI-33605,86.876980884,25.2382609304
zigzag,BKI-33606,77.2169655368,30.0954249343
zigzag,BKI-33607,77.3202025506,30.1416340892
zigzag,BKI-33608,86.5966364332,25.138036201
zigzag,BKI-33609,77.0715022325,30.353525804
fcbk,BKI-33610,73.8789351198,29.7533138202
fcbk,BKI-33611,76.6528358524,29.8674152951
zigzag,BKI-33612,76.8707139276,29.7604665821
zigzag,BKI-33613,76.9196439637,29.6010976856
fcbk,BKI-33614,76.8764496062,29.9158356813
zigzag,BKI-33615,76.7354686474,29.892131047
zigzag,BKI-33616,77.029335772,29.8457254519
zigzag,BKI-33617,76.7085107095,29.8212098964
zigzag,BKI-33618,76.9798807978,29.8299352952
zigzag,BKI-33619,77.0228183346,29.8330031382
zigzag,BKI-33620,77.0003113972,29.8329388365
zigzag,BKI-33621,77.0316480665,29.8142348284
zigzag,BKI-33622,76.9196592403,29.6014838472
zigzag,BKI-33623,86.5581239958,24.9493503362
zigzag,BKI-33624,77.4730178134,29.7118565797
fcbk,BKI-33625,78.2496227452,28.3582006639
fcbk,BKI-33626,78.2497233799,28.3564630345
fcbk,BKI-33627,78.3754850426,28.1770722655
fcbk,BKI-33628,76.7892479741,29.684434543
fcbk,BKI-33629,76.8936936515,29.8341522653
